,Unnamed: 0,Event Type,Valid Date,Valid Time,State,Cities,Counties,Dirty,description
307,219,Severe Thunderstorms,2008-05-30,,Indiana,,Northeastern Marion County ,,FAILED
308,220,Severe Weather,2008-06-03,,"West Virginia, Maryland, Virginia",,,,FAILED
309,221,Severe Storms,2008-06-04,,Entire BGE Service TerritoryDIRTY,,,1,FAILED
310,222,Thunderstorms,2008-06-04,,Virginia,,,1,FAILED
311,1361,Lightning Storm,2008-06-04,,"Maryland, Washington",,TRUE,,FAILED
312,1362,Lightning Storm,2008-06-06,,Michigan,,TRUE,,FAILED
313,223,Severe Weather,2008-06-08,,The Entire ComEd TerritoryDIRTY,,,1,FAILED
314,224,Severe Storm,2008-06-08,,Michigan,,,1,FAILED
315,228,Storm,2008-06-10,,All Six New England StatesDIRTY,,,1,FAILED
316,227,Severe Thunderstorms,2008-06-10,,Pennsylvania,,"Chester, Montgomery, Delaware, Philadelphia and Bucks County,",,FAILED
317,226,Severe Storms,2008-06-10,,New Jersey,,"Bergen, Essex, Hudson ",,FAILED
318,225,Severe Storm,2008-06-10,,New York,,,1,FAILED
319,1363,Flooding and Uncontrolled Loss,2008-06-12,,Iowa,,TRUE,,FAILED
320,229,Severe Weather,2008-06-15,,The Entire ComEd TerritoryDIRTY,,,1,FAILED
321,230,Thunderstorms,2008-06-16,,Virginia,,,1,FAILED
322,231,Severe Thunderstorms,2008-06-17,,Texas,,,1,FAILED
323,1364,Thunderstorms/Uncontrolled Loss of Load,2008-06-17,,"Texas, Oklahoma",,TRUE,,FAILED
324,1365,Lightning Stirke/Uncontrolled Loss of Load,2008-06-22,,Indiana,,TRUE,,FAILED
325,232,Thunderstorms,2008-06-26,,Michigan,,,1,FAILED
326,233,Severe Wind Storm,2008-06-27,,Nebraska,Omaha,,,FAILED
327,234,Severe Weather,2008-07-02,,Michigan,,,1,FAILED
328,235,Thunderstorms,2008-07-02,,Michigan,,,1,FAILED
329,1367,Brush Fire/Lines Loss/Transmission Emergency Declared,2008-07-02,,California,,TRUE,,FAILED
330,1366,Wild Land Fire,2008-07-02,,California,,TRUE,,FAILED
331,1368,Heat Wave/Potential Fire Threat/Made Public Appeals,2008-07-07,,ISO Balancing AreaDIRTY,,TRUE,,FAILED
332,236,Storm,2008-07-21,,Illinois,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline",,,FAILED
333,237,Severe Thunderstorms,2008-07-22,,Indiana,,,,FAILED
334,238,Severe Thunderstorms,2008-07-22,,Ohio,,,1,FAILED
335,239,Hurricane Dolly,2008-07-23,,Texas,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg",,,FAILED
336,240,Severe Thunderstorms,2008-08-02,,"Alabama, Georgia",,,,FAILED
337,241,Severe Thunderstorms,2008-08-03,,"Texas, Louisiana, Mississippi",,,,FAILED
338,242,Severe Weather,2008-08-04,,The ComEd TerritoryDIRTY,,,1,FAILED
339,243,Severe Storms,2008-08-05,,Indiana,,,1,FAILED
340,1369,Lightning/Transmission Equipment Damage,2008-08-16,,City of LubbockDIRTY,,TRUE,,FAILED
341,1370,Tropical Storm Fay,2008-08-19,,Florida,,TRUE,,FAILED
342,1371,Tropical Storm Fay,2008-08-21,,Florida,,TRUE,,FAILED
343,1372,Tropical Storm Fay,2008-08-24,,"Alabama, Georgia",,TRUE,,FAILED
344,244,Hurricane Gustav,2008-08-31,,"Arkansas, Louisiana, Mississippi",,,,FAILED
345,245,Hurricane Gustav,2008-09-01,,Louisiana,,,1,FAILED
346,246,Hurricane Gustav,2008-09-01,,Louisiana,,,1,FAILED
347,1374,Tropical Storm Hanna,2008-09-06,,"North Carolina, Virginia",,TRUE,,FAILED
348,1373,Tropical Storm Hanna,2008-09-06,,North Carolina,,TRUE,,FAILED
349,249,Hurricane Ike,2008-09-12,,Texas,Houston,,,FAILED
350,248,Hurricane Ike,2008-09-12,,Texas,Houston,,,FAILED
351,247,Hurricane Ike,2008-09-12,,"Texas, Arkansas, Louisiana",,,1,FAILED
352,250,Hurricane Ike,2008-09-12,,Texas,"Galveston, Brazoria County",,,FAILED
353,251,Hurricane Ike,2008-09-13,,Louisiana,,,1,FAILED
354,252,Hurricane Ike,2008-09-13,,Texas,,,1,FAILED
355,253,Hurricane Ike,2008-09-13,,Texas,,,,FAILED
356,1377,Tropical Depression Ike,2008-09-14,,Pennsylvania,,TRUE,,FAILED
357,260,Wind Storm,2008-09-14,,Ohio,,,1,FAILED
358,259,Wind Storm,2008-09-14,,Ohio,,,1,FAILED
359,257,Wind Storm,2008-09-14,,"Indiana, Ohio",,,1,FAILED
360,256,Hurricane Ike,2008-09-14,,Ohio,Dayton ,,,FAILED
361,258,Wind Storm,2008-09-14,,Pennsylvania,,,1,FAILED
362,254,Hurricane Ike,2008-09-14,,"Illinois, Missouri",,,,FAILED
363,1376,Tropical Depression Ike,2008-09-14,,Kentucky,,TRUE,,FAILED
364,255,High Winds,2008-09-14,,Kentucky,Owensboro,,,FAILED
365,1375,Tropical Depression Ike,2008-09-14,,"Kentucky, Indiana, Ohio",,TRUE,,FAILED
366,1378,Tropical Depression Ike,2008-09-15,,Pennsylvania,,TRUE,,FAILED
367,261,Severe Storm,2008-10-25,,Connecticut,,,,FAILED
368,1379,Brush Fire/Shed Firm Load,2008-11-15,,City of Los AngelesDIRTY,,TRUE,,FAILED
369,262,Snow Storm,2008-12-11,,"Louisiana, Mississippi",,,1,FAILED
370,263,Ice Storm,2008-12-11,,New York,,"Northern Dutchess County, Western Ulster County",,FAILED
371,264,Ice Storm,2008-12-12,,New EnglandDIRTY,,,1,FAILED
372,265,Ice Storm,2008-12-12,,New York,,,1,FAILED
373,266,Ice Storm,2008-12-12,,Maine,,,1,FAILED
374,267,Ice Storm,2008-12-19,,"Michigan, Indiana",,,,FAILED
375,268,Ice Storm,2008-12-19,,Indiana,,,1,FAILED
376,269,Lightning,2008-12-26,,Hawaii,Oahu,,,FAILED
377,270,Wind Storm,2008-12-27,,Michigan,,,1,FAILED
378,271,Wind Storm,2008-12-28,,Michigan,,,1,FAILED
379,272,Wind Storm,2008-12-28,,Michigan,,,1,FAILED
380,273,Severe Storm,2009-01-05,,Texas,,,1,FAILED
381,274,High Winds,2009-01-07,,South Carolina,,,1,FAILED
382,275,Shed Load,2009-01-22,,Indiana,Crawfordsville,,,FAILED
383,276,Ice Storm,2009-01-27,,Kentucky,,,,FAILED
384,277,Ice Storm,2009-01-27,,Central and Eastern KentruckyDIRTY,,,1,FAILED
385,278,Ice Storm,2009-01-27,,"Kentucky, Indiana",,,1,FAILED
386,279,Winter Storm,2009-01-27,,Missouri,,,1,FAILED
387,280,Ice Storm,2009-01-27,,Arkansas,,,1,FAILED
388,281,Ice/Snow Storm,2009-01-27,,CSWS-AEP WestDIRTY,,,1,FAILED
389,282,Ice Storm,2009-01-27,,Arkansas,,,1,FAILED
390,283,Ice Storm,2009-01-27,,TVA Service TerritoryDIRTY,,,1,FAILED
391,289,Ice Storm,2009-01-28,,"Kentucky, Tennessee",,,1,FAILED
392,290,Ice/Snow Storm,2009-01-28,,"Kentucky, Ohio",,,1,FAILED
393,286,Ice Storm,2009-01-28,,Kentucky,Henderson,Henderson County,,FAILED
394,287,Ice Storm,2009-01-28,,Indiana,Evansville,,,FAILED
395,288,Ice/Snow Storm,2009-01-28,,Indiana,,,1,FAILED
396,285,Winter Storm,2009-01-28,,"Kentucky, Illinois, Indiana, Ohio",,,,FAILED
397,284,Winter Storm,2009-01-28,,Missouri,,,1,FAILED
398,291,High Winds,2009-02-11,,Texas,Houston,,,FAILED
399,292,Severe Thunderstorms,2009-02-11,,"Kentucky, West Virginia, Ohio, Virginia",,,,FAILED
400,293,Severe Thunderstorms,2009-02-11,,"West Virginia, Pennsylvania, Maryland, Virginia",,,,FAILED
401,294,Severe Thunderstorms,2009-02-11,,Kentucky,,,,FAILED
402,295,Severe Thunderstorms,2009-02-11,,"Kentucky, Ohio",,,1,FAILED
403,296,High Winds,2009-02-12,,Ohio,,,1,FAILED
404,297,High Winds,2009-02-12,,Pennsylvania,,,1,FAILED
405,298,High Winds,2009-02-13,,Ohio,,,1,FAILED
406,299,Ice/Snow Storm,2009-02-23,,Maine,,,1,FAILED
407,300,Severe Weather,2009-03-01,,Southern Balancing AreaDIRTY,,,1,FAILED
408,301,Ice/Snow Storm,2009-03-01,,Duke Energy Carolinas Balance AuthorityDIRTY,,,1,FAILED
409,302,Winter Storm,2009-03-01,,Virginia,,,1,FAILED
410,303,Winter Storm,2009-04-06,,Michigan,,,1,FAILED
411,304,Severe Thunderstorms,2009-04-10,,"Alabama, Georgia",,,,FAILED
412,1380,High Winds/Rain,2009-04-25,,Western Region of Service TerritoryDIRTY,,TRUE,,FAILED
413,305,High Winds,2009-04-27,,Texas,"Houston, Galveston",,,FAILED
414,306,Severe Thunderstorm,2009-05-08,,Missouri,,,1,FAILED
415,307,Severe Thunderstorm,2009-05-08,,Illinois,,,1,FAILED
416,308,Severe Thunderstorms,2009-06-09,,Maryland,,,1,FAILED
417,309,Severe Storms,2009-06-10,,Texas,,,1,FAILED
418,310,Severe Storm,2009-06-12,,Tennessee,Chattanooga,,,FAILED
419,311,Severe Thunderstorms,2009-06-12,,"Arkansas, Mississippi",,,,FAILED
420,312,Severe Thunderstorm,2009-06-12,,Georgia,,,,FAILED
421,313,Severe Storm,2009-06-19,,Michigan,,,1,FAILED
422,314,Severe Storm,2009-06-19,,The Entire ComEd Service TerritoryDIRTY,,,1,FAILED
423,1381,High Winds/Rain,2009-06-25,,Western Region of Service TerritoryDIRTY,,TRUE,,FAILED
424,315,Severe Thunderstorms,2009-06-26,,"Indiana, Ohio",,,1,FAILED
425,316,Severe Thunderstorms,2009-06-26,,Connecticut,,,1,FAILED
426,317,Thunderstorms,2009-07-18,,Texas,"Houston, Galveston",,,FAILED
427,318,Severe Thunderstorm,2009-07-20,,Colorado,Denver,"Jefferson, Adams, Arapahoe",1,FAILED
428,319,Highwinds,2009-08-02,,PennsyvaniaDIRTY,,"Chester, Montgomery, Delaware, Philadelphia, Bucks ",,FAILED
429,320,Thunderstorms,2009-08-04,,"Kentucky, Indiana, Ohio",,,1,FAILED
430,1382,High Winds and Rain,2009-08-07,,Western Region of Service TerritoryDIRTY,,TRUE,,FAILED
431,321,Severe Thunderstorms,2009-08-09,,Michigan,,,1,FAILED
432,322,Thunderstorms,2009-08-12,,Texas,Houston,,,FAILED
433,323,Thunderstorms,2009-08-21,,Texas,Houston,,,FAILED
434,324,Severe Storms,2009-10-07,,Michigan,,,1,FAILED
435,325,Winter Storm,2009-10-09,,"Arkansas, Louisiana",,,1,FAILED
436,1383,High Winds and Rain,2009-10-13,,California,,TRUE,,FAILED
437,326,Ice,2009-10-13,,Wyoming,,,1,FAILED
438,327,High Winds,2009-10-13,,California,,Sacramento County,,FAILED
439,1384,Tropical Storm Ida,2009-11-12,,"North Carolina, Virginia",,TRUE,,FAILED
440,328,Severe Weather,2009-12-08,,Arizona,,,,FAILED
441,329,Severe Weather,2009-12-09,,Ohio,,,,FAILED
442,330,Severe Weather,2009-12-10,,Michigan,,,,FAILED
443,331,Severe Weather,2009-12-18,,"Kentucky, West Virginia, Ohio, Virginia",,,,FAILED
444,332,Severe Weather,2009-12-18,,North Carolina,,,1,FAILED
445,333,Severe Storm,2010-01-18,,California,,,1,FAILED
446,334,Severe Storm,2010-01-19,,California,,San Francisco,,FAILED
447,335,Severe Storm,2010-01-19,,California,San Diego,Orange County,,FAILED
448,336,Severe Storm,2010-01-20,,California,Los Angeles,,,FAILED
449,337,Ice Storm,2010-01-28,,Oklahoma,,,,FAILED
450,1385,Ice Storm/Electrical System Separation,2010-02-01,,Oklahoma,,TRUE,,FAILED
451,339,Winter Storm,2010-02-05,,South Carolina,,,1,FAILED
452,340,Winter Storm,2010-02-05,,Maryland,,"Prince Georges, Montgomery County ",,FAILED
453,342,Winter Storm,2010-02-05,,"Indiana, West Virginia, Ohio, Virginia",,,,FAILED
454,338,Winter Storm,2010-02-05,,Southern NJDIRTY,,,1,FAILED
455,341,Winter Storm,2010-02-05,,Pennsylvania,,,1,FAILED
456,343,Winter Storm,2010-02-06,,"North Carolina, Virginia",,,,FAILED
457,344,Winter Storm,2010-02-06,,Delmarva PeninsulaDIRTY,,,1,FAILED
458,345,Winter Storm,2010-02-09,,Pennsylvania,,,1,FAILED
459,346,Winter Storm,2010-02-11,,Texas,"Dallas, Fort Worth ",,,FAILED
460,347,Winter Storm,2010-02-12,,"Texas, Arkansas",,,1,FAILED
461,348,Winter Storm,2010-02-14,,Pennsylvania,,,1,FAILED
462,349,Winter Storm,2010-02-23,,New York,,,1,FAILED
463,350,Winter Storm,2010-02-25,,"New York, New Jersey",,,1,FAILED
464,351,Winter Storm,2010-02-25,,New York,New York City,,,FAILED
465,352,Winter Storm,2010-02-25,,"New Hampshire, Maine",,,1,FAILED
466,1388,High Winds and Rain,2010-03-13,,Long IslandDIRTY,,TRUE,,FAILED
467,1389,High Winds and Flooding,2010-03-13,,New Jersey,,TRUE,,FAILED
468,1390,High Winds and Rain,2010-03-13,,New Jersey,,TRUE,,FAILED
469,1391,High Winds and Rain,2010-03-13,,New York,,TRUE,,FAILED
470,1386,High Winds and rain,2010-03-13,,Pennsylvania,,TRUE,,FAILED
471,1387,High Winds and Rain,2010-03-13,,Connecticut,,TRUE,,FAILED
472,353,Severe Thunderstorms,2010-04-16,,Pennsylvania,,,1,FAILED
473,354,Thunderstorms,2010-05-02,,"Tennessee, Mississippi",,,,FAILED
474,355,Severe Weather,2010-06-02,,Texas,San Antonio,,,FAILED
475,356,Thunderstorms,2010-06-08,,Texas,,,1,FAILED
476,360,Severe Weather,2010-06-18,,"Michigan, Indiana",,,,FAILED
477,361,Severe Weather,2010-06-18,,Michigan,Detroit,,,FAILED
478,359,Thunderstorms,2010-06-18,,Michigan,,,1,FAILED
479,358,Severe Weather,2010-06-18,,Illinois,Chicago,,,FAILED
480,357,Thunderstorms,2010-06-18,,Indiana,,,1,FAILED
481,362,Thunderstorms,2010-06-21,,Ohio,Cincinnati,,,FAILED
482,363,Severe Weather,2010-06-23,,Illinois,Chicago,,,FAILED
483,364,Thunderstorms,2010-06-23,,Indiana,,,1,FAILED
484,365,Thunderstorms,2010-06-24,,New Jersey,,,1,FAILED
485,366,Thunderstorms,2010-06-24,,Pennsylvania,,,1,FAILED
486,367,Severe Weather,2010-07-15,,Michigan,,,1,FAILED
487,1392,"Strong Winds, Tornadoes",2010-07-17,,Minnesota,,TRUE,,FAILED
488,368,Thunderstorms,2010-07-21,,Connecticut,,,,FAILED
489,369,Severe Weather,2010-07-23,,Michigan,,,1,FAILED
490,372,Severe Weather,2010-07-25,,Virginia,,,1,FAILED
491,370,Severe Weather,2010-07-25,,Washington,,,1,FAILED
492,371,Severe Weather,2010-07-25,,Maryland,,,1,FAILED
493,373,Thunderstorms,2010-07-29,,Virginia,,,,FAILED
494,374,Thunderstorms,2010-08-04,,"West Virginia, Pennsylvania, Virginia",,,1,FAILED
495,375,Severe Weather,2010-08-04,,"Kentucky, West Virginia, Ohio, Virginia",,,,FAILED
496,376,Thunderstorms,2010-08-05,,Maryland,,,1,FAILED
497,377,Thunderstorms,2010-08-05,,Virginia,,,1,FAILED
498,378,Severe Weather,2010-08-11,,Ohio,,,,FAILED
499,379,Severe Weather,2010-08-12,,Maryland,,,1,FAILED
500,380,Severe Weather,2010-08-19,,Michigan,,,1,FAILED
501,381,Severe Weather,2010-08-23,,Texas,Houston,,,FAILED
502,1393,Tropical Storm,2010-09-07,,Texas,,TRUE,,FAILED
503,382,Thunderstorms,2010-09-21,,Michigan,,,1,FAILED
504,384,Thunderstorms,2010-09-22,,Pennsylvania,,,1,FAILED
505,383,Thunderstorms,2010-09-22,,Pennsylvania,Pittsburgh,,,FAILED
506,1394,Rain and High Winds,2010-10-05,,California,,TRUE,,FAILED
507,386,High Winds,2010-10-26,,Minnesota,,,,FAILED
508,385,Thunderstorms,2010-10-26,,Illinois,,,1,FAILED
509,389,High Winds,2010-10-27,,Illinois,,,1,FAILED
510,388,High Winds,2010-10-27,,Michigan,,,1,FAILED
511,387,High Winds,2010-10-27,,Wisconsin,,,1,FAILED
512,1395,Snow and High Winds,2010-11-08,,Maine,,TRUE,,FAILED
513,390,Winter Storm,2010-11-13,,Minnesota,,,,FAILED
514,391,High Winds,2010-11-15,,Puget Sound RegionDIRTY,,,1,FAILED
515,392,Winter Storm,2010-11-21,,California,,,1,FAILED
516,393,Winter Storm,2010-11-22,,Washington,,Puget Sound,,FAILED
517,394,Severe Weather,2010-12-12,,Michigan,,,1,FAILED
518,395,Severe Weather,2010-12-18,,Washington,Redmond,,,FAILED
519,396,Severe Weather,2010-12-26,,CarolinaDIRTY,,,1,FAILED
520,397,Winter Storm,2011-01-12,6:00:00,Massachusetts,,,,FAILED
521,398,Winter Storm,2011-01-26,17:00:00,Maryland,,"Montgomery, Prince George's",,FAILED
522,399,Winter Storm,2011-01-26,18:28:00,Maryland,,,,FAILED
523,400,Winter Storm,2011-01-26,19:43:00,Virginia,,,1,FAILED
524,401,Ice Storm,2011-01-31,22:00:00,"Indiana, Ohio",,,1,FAILED
525,402,Winter Storm,2011-02-01,15:00:00,"Indiana, Ohio",,,,FAILED
526,403,Winter Storm,2011-02-01,21:00:00,Illinois,,,1,FAILED
527,404,Winter Storm,2011-02-02,3:00:00,Pennsylvania,Philadelphia,,,FAILED
528,405,Winter Storm,2011-02-09,3:45:00,Texas,Houston,,,FAILED
529,1396,Cold Weather Event,2011-02-09,16:30:00,Texas,,TRUE,,FAILED
530,406,Major Storm,2011-02-17,1:25:00,California,,,1,FAILED
531,407,Major Storm,2011-02-19,12:30:00,Pennsylvania,Philadelphia,,,FAILED
532,408,Winter Storm,2011-02-20,16:00:00,Michigan,,,1,FAILED
533,409,Severe Weather,2011-02-25,15:20:00,Virginia,,,,FAILED
534,410,Severe Weather,2011-02-25,15:23:00,Maryland,,,,FAILED
535,411,Winter Storm,2011-02-25,8:00:00,California,,,1,FAILED
536,412,Severe Weather,2011-03-13,14:20:00,Oregon,,,,FAILED
537,413,Major Storm,2011-03-19,23:56:00,California,,,1,FAILED
538,414,Major Storm,2011-03-20,9:44:00,California,Los Angeles,,,FAILED
539,415,Major Storm,2011-03-21,12:35:00,California,,,1,FAILED
540,416,Major Storm,2011-03-23,18:30:00,"Kentucky, Michigan, Indiana, West Virginia, Tennessee, Ohio, Virginia",,,,FAILED
541,417,Severe Weather,2011-03-31,14:30:00,Florida,,,1,FAILED
542,418,Severe Weather,2011-03-31,11:30:00,Florida,Tampa Bay,,,FAILED
543,419,Severe Weather,2011-04-04,11:47:00,Tennessee,,Memphis,,FAILED
544,420,Severe Weather,2011-04-04,13:00:00,Tennessee,,Shelby County,,FAILED
545,421,Severe Weather,2011-04-04,14:00:00,Tennessee,,Davidson County,,FAILED
546,422,Severe Weather,2011-04-04,19:00:00,"Texas, Arkansas, Louisiana, Mississippi",,,1,FAILED
547,423,Severe Weather,2011-04-04,19:00:00,"Kentucky, West Virginia, Virginia",,,,FAILED
548,424,Severe Weather,2011-04-04,21:00:00,"Alabama, Georgia, Mississippi, Florida",,,,FAILED
549,425,Severe Weather,2011-04-05,2:00:00,"North Carolina, South Carolina",,,,FAILED
550,426,Severe Weather,2011-04-16,14:16:00,North Carolina,,,1,FAILED
551,430,Severe Weather,2011-04-19,23:13:00,Arkansas,Osceola,,,FAILED
552,428,Severe Weather,2011-04-19,22:44:00,Tennessee,,,,FAILED
553,429,Severe Weather,2011-04-19,23:02:00,Tennessee,,,,FAILED
554,427,Severe Weather,2011-04-19,20:00:00,Illinois,,,,FAILED
555,1397,Severe Weather - High Winds,2011-04-20,2:00:00,"Kentucky, Indiana, Ohio",,TRUE,,FAILED
556,431,Severe Weather,2011-04-22,21:00:00,Missouri, St. Louis,,,FAILED
557,432,Severe Weather,2011-04-25,17:30:00,"Arkansas, Louisiana, Mississippi",,,,FAILED
558,433,Severe Weather,2011-04-26,5:49:00,Louisiana,,,1,FAILED
559,434,Severe Weather,2011-04-26,9:51:00,"Tennessee, Alabama, Georgia, Mississippi",,,,FAILED
560,435,Severe Weather,2011-04-26,18:14:00,Arkansas,,,1,FAILED
561,436,Severe Weather,2011-04-27,8:00:00,"Alabama, Georgia, Mississippi, Florida",,,,FAILED
562,437,Severe Weather,2011-04-27,10:00:00,"Tennessee, Alabama, Georgia, Mississippi",,,,FAILED
563,438,Severe Weather,2011-04-27,22:00:00,"Tennessee, Ohio, Virginia",,,,FAILED
564,439,Severe Weather,2011-04-28,5:00:00,Ohio,Cleveland,,,FAILED
565,440,Severe Weather,2011-05-02,17:06:00,Hawaii,,,,FAILED
566,441,Severe Weather,2011-05-10,22:21:00,"Kentucky, West Virginia, Virginia",,,,FAILED
567,442,Severe Weather,2011-05-11,0:15:00,North Carolina,,,,FAILED
568,443,Severe Weather,2011-05-22,17:09:00,Missouri,"Joplin, Sarcoxie, Wentworth",,,FAILED
569,444,Severe Weather,2011-05-23,16:45:00,Indiana,,,1,FAILED
570,445,Severe Weather,2011-05-23,12:30:00,Missouri,,St. Louis County,,FAILED
571,446,Severe Weather,2011-05-24,16:45:00,Oklahoma,,,1,FAILED
572,447,Severe Weather,2011-05-24,16:35:00,Virginia,,,1,FAILED
573,448,Severe Weather,2011-05-25,22:14:00,Indiana,,,1,FAILED
574,449,Severe Weather,2011-05-26,19:56:00,Pennsylvania,,,1,FAILED
575,450,Severe Weather,2011-05-26,18:30:00,Georgia,,,1,FAILED
576,451,Severe Weather,2011-05-29,18:30:00,Michigan,,,1,FAILED
577,452,Severe Weather,2011-06-02,23:45:00,South Carolina,,,1,FAILED
578,453,Severe Thunderstorms,2011-06-05,5:30:00,Texas,Houston,,,FAILED
579,454,Severe Weather,2011-06-07,14:00:00,Ohio,,,,FAILED
580,455,Severe Thunderstorms,2011-06-09,4:30:00,Illinois,,,,FAILED
581,456,Severe Thunderstorms,2011-06-09,17:51:00,"Massachusetts, Connecticut",,,1,FAILED
582,457,Severe Thunderstorms,2011-06-12,19:00:00,Virginia,,,,FAILED
583,458,Severe Thunderstorms,2011-06-15,19:15:00,Georgia,,,,FAILED
584,459,Severe Thunderstorms,2011-06-15,19:17:00,North Carolina,,,1,FAILED
585,460,Severe Thunderstorms,2011-06-18,15:30:00,Georgia,,,1,FAILED
586,461,Severe Thunderstorms,2011-06-18,17:00:00,"North Carolina, South Carolina",,,,FAILED
587,462,Severe Weather,2011-06-21,18:30:00,AEP RegionDIRTY,,,1,FAILED
588,463,Severe Thunderstorms,2011-06-21,21:45:00,Illinois,,,,FAILED
589,465,Severe Thunderstorms,2011-06-22,19:00:00,"Alabama, Georgia",,,,FAILED
590,464,Severe Weather,2011-06-22,9:46:00,Tennessee,Knoxville,,,FAILED
591,466,Severe Thunderstorms,2011-06-24,18:30:00,"Alabama, Georgia",,,,FAILED
592,467,Severe Thunderstorms,2011-06-26,18:00:00,"Alabama, Georgia",,,,FAILED
593,468,Severe Thunderstorms,2011-06-27,0:00:00,"Illinois, Missouri",,,,FAILED
594,469,Severe Weather,2011-06-30,22:30:00,Illinois,,,,FAILED
595,470,Severe Weather,2011-07-01,17:00:00,Minnesota,,,,FAILED
596,471,Severe Weather,2011-07-02,20:15:00,Michigan,,,,FAILED
597,472,Severe Weather,2011-07-04,18:00:00,Virginia,,,,FAILED
598,476,Severe Weather,2011-07-11,14:27:00,"Michigan, Indiana, Ohio",,,,FAILED
599,475,Severe Weather,2011-07-11,11:15:00,Michigan,,,,FAILED
600,474,Severe Weather,2011-07-11,9:00:00,Michigan,,,,FAILED
601,473,Severe Weather,2011-07-11,9:00:00,Illinois,,,,FAILED
602,477,Load Shed,2011-07-13,17:19:00,Colorado,,,,FAILED
603,478,Severe Weather,2011-07-18,17:00:00,Michigan,,,,FAILED
604,479,Load Shed,2011-07-22,11:34:00,Ohio,,,,FAILED
605,480,Severe Weather,2011-07-23,2:30:00,Illinois,,,,FAILED
606,481,Severe Weather,2011-07-28,0:14:00,Indiana,,,,FAILED
607,482,Severe Weather,2011-07-29,20:45:00,New Jersey,,,,FAILED
608,483,Severe Weather,2011-08-02,21:30:00,Illinois,,,,FAILED
609,484,Severe Weather,2011-08-08,20:58:00,Oklahoma,,,,FAILED
610,485,Severe Weather,2011-08-13,16:41:00,Kentucky,,,,FAILED
611,486,Severe Weather,2011-08-20,17:42:00,Michigan,,,,FAILED
612,487,Severe Weather,2011-08-21,22:45:00,Puerto RicoDIRTY,,,,FAILED
613,488,Earthquake,2011-08-23,13:51:00,Virginia,,,,FAILED
614,489,Severe Weather,2011-08-24,7:45:00,Texas,,,,FAILED
615,490,Severe Weather,2011-08-24,14:51:00,"Texas, Arkansas, Louisiana",,,,FAILED
616,491,Severe Weather,2011-08-25,0:30:00,Ohio,,,,FAILED
617,492,Severe Weather,2011-08-26,0:30:00,Pennsylvania,,,,FAILED
618,500,Severe Weather,2011-08-27,10:33:00,"North Carolina, Virginia",,,,FAILED
619,499,Severe Weather,2011-08-27,19:00:00,North Carolina,,,,FAILED
620,501,Severe Weather,2011-08-27,2:57:00,North Carolina,,,,FAILED
621,498,Severe Weather,2011-08-27,13:00:00,"Maryland, Delaware",,,,FAILED
622,493,Severe Weather,2011-08-27,23:05:00,Maryland,,,,FAILED
623,496,Severe Weather,2011-08-27,22:00:00,Pennsylvania,,,,FAILED
624,495,Severe Weather,2011-08-27,22:00:00,New Jersey,,,,FAILED
625,494,Severe Weather,2011-08-27,23:00:00,Maryland,,,,FAILED
626,497,Severe Weather,2011-08-27,20:30:00,Maryland,,,,FAILED
627,509,Severe Weather,2011-08-28,0:01:00,New York,,,,FAILED
628,512,Severe Weather,2011-08-28,0:23:00,New Jersey,,,,FAILED
629,511,Severe Weather,2011-08-28,0:30:00,New Jersey,,,,FAILED
630,510,Severe Weather,2011-08-28,2:58:00,Pennsylvania,,,,FAILED
631,508,Severe Weather,2011-08-28,5:00:00,New York,,,,FAILED
632,504,Severe Weather,2011-08-28,9:42:00,New York,,,,FAILED
633,506,Severe Weather,2011-08-28,7:00:00,New York,,,,FAILED
634,505,Severe Weather,2011-08-28,7:40:00,Connecticut,,,,FAILED
635,503,Severe Weather,2011-08-28,12:10:00,Massachusetts,,,,FAILED
636,502,Severe Weather,2011-08-28,12:30:00,New York,,,,FAILED
637,507,Severe Weather,2011-08-28,5:01:00,New York,,,,FAILED
638,513,Severe Weather,2011-09-03,14:00:00,Michigan,,,,FAILED
639,514,Severe Weather,2011-09-05,16:30:00,"Alabama, Georgia",,,,FAILED
640,515,Severe Weather,2011-09-29,5:00:00,Texas,,,,FAILED
641,516,Severe Weather,2011-10-26,5:00:00,Colorado,,,,FAILED
642,524,Severe Weather,2011-10-29,15:00:00,New York,,,,FAILED
643,521,Severe Weather,2011-10-29,12:57:00,Pennsylvania,,,,FAILED
644,526,Severe Weather,2011-10-29,16:16:00,New York,,,,FAILED
645,527,Severe Weather,2011-10-29,20:00:00,"New York, New Jersey",,,,FAILED
646,525,Severe Weather,2011-10-29,16:14:00,"New Hampshire, Maine, Massachusetts, Connecticut, Rhode Island",,,,FAILED
647,519,Severe Weather,2011-10-29,9:59:00,New Jersey,,,,FAILED
648,518,Severe Weather,2011-10-29,8:59:00,Pennsylvania,,,,FAILED
649,517,Severe Weather,2011-10-29,8:59:00,Pennsylvania,,,,FAILED
650,523,Severe Weather,2011-10-29,14:30:00,New Jersey,,,,FAILED
651,520,Severe Weather,2011-10-29,11:18:00,New York,,,,FAILED
652,522,Severe Weather,2011-10-29,14:00:00,Pennsylvania,,,,FAILED
653,528,Severe Weather,2011-11-30,16:56:00,California,,,,FAILED
